Norma Vicitación,Tarquino,35002208,11/10/1999
Oscar Agustin Alfredo,Dussán,35002209,28/07/2001
Lina Ernestina,Cruz,35002210,12/12/1998
Lujan Luis,Beltrán,35002211,05/04/2001
Silvia Lucila,Puerto,35002212,08/07/2001
Transito Martina,Lanao,35002213,24/08/2003
Alcides Isidoro,Puerto,35002214,28/12/2000
Lucia Irma,Lopez,35002215,15/04/2003
Marcelo Edgardo,Rodríguez,35002216,24/04/2003
Graciela Beatriz  Pilar,Bolívar,35002217,22/02/1999
Clementina Gladys,Guerrero,35002218,20/01/2000
Emma Rocio,Sierra,35002219,13/01/1998
Odila Ercilia,Rodríguez,35002220,16/01/2001
Ledis Lidia,Tarquino,35002221,17/08/2001
Justina Adelma,Horta,35002222,11/08/2001
Severa del Huerto,Orozco,35002223,23/06/2000
Osvaldo Cayetano,Perez,35002224,12/08/2000
Dario Salvador,Forero,35002225,20/07/1998
Filomón,Muñoz,35002226,23/01/1998
Hideki,Guerrero,35002227,06/10/2003
Olga Maria Rosario,Mogollón,35002228,27/12/1999
Ninfa Laureana,Rey,35002229,25/11/2003
Ruben Agustìn,Sanchez,35002230,21/07/2000
Virgilio Facundo,Blanco,35002231,18/04/2003
Ismael Adalberto,Bravo,35002232,28/10/2001
Edgardo Lorenzo,Moncaleano,35002233,09/06/2002
Dalio Gil,Bravo,35002234,22/06/1999
Liana Clara,Tarquino,35002235,14/02/2001
Lucia Maria Francisca,Ruiz,35002236,03/04/2002
Reinato Aristides,Puerto,35002237,23/05/2003
Lilian Beatriz,Moncaleano,35002238,04/05/2003
Carlos Guillermo Amadeo,Tarquino,35002239,19/10/1998
Rucilio,Fino,35002240,08/03/2000
Eliceo Miguel,Varon,35002241,23/01/1998
Carmela Nelida,Lanao,35002242,21/02/1999
Dante Francisco,Gomez,35002243,01/08/1999
German Lorenzo,Muñoz,35002244,17/07/2003
Agustin Angel Antonio,Zúñiga,35002245,09/01/1998
Serafin Emilio Nicolas,Guacas,35002246,13/08/2001
Matilde Benedicta,Mahecha,35002247,18/08/2003
Rafael Reynaldo,Lopez,35002248,23/03/2001
Rina Del Carmen,Dussán,35002249,11/07/1998
Nolverta Cristina,Herrera,35002250,21/07/2000
Eva Felicinda,Cervantes,35002251,04/02/2000
Beatriz Maria Del Rosario,Sánchez,35002252,01/07/2000
Yolanda Transito,Fino,35002253,06/08/2001
Elizabeth Felicidad,Cruz,35002254,24/08/2000
Aideé Noemí,Varon,35002255,22/03/1999
Demetrio Juvenal,Villa,35002256,28/06/2000
Elimena,Gomez,35002257,01/04/2002
Fermin Nemesio,Muñoz,35002258,07/02/2002
Isaac Elio,Mahecha,35002259,06/12/2002
PrÓspero JosÉ,Bolívar,35002260,01/08/1998
Gladiz Maria,Muñoz,35002261,24/12/1999
Ana Elva,Zúñiga,35002262,07/03/2002
Timoteo Hector,Pinzon,35002263,23/08/1998
Elisea Nanci,Ruiz,35002264,09/05/2003
Graciela Elena Luisa,Hernández,35002265,02/02/2003
Valencia De Jesus,Cruz,35002266,14/12/1998
Diflorsina Del Carmen,Beltrán,35002267,01/01/1999
Romula Francisca,Blanco,35002268,01/01/2001
René Rolando,Navia,35002269,03/05/2001
Laura Cecilia,Alfonso,35002270,19/10/2002
Gloria Esperanza,Cruz,35002271,09/03/2002
Mercedes Presentacion,Bravo,35002272,08/08/2000
Alfredo Hector Hugo,Quesada,35002273,28/10/2001
Ramona Felicita,Montoya,35002274,20/04/2000
MALACIA,Mejia,35002275,15/02/1998
Berta Dolores Milagros,Nieto,35002276,09/03/1999
Argentino Adrian,Mejia,35002277,09/02/2000
Rutilio Andrés,Torres,35002278,13/08/2000
Santiago Basilio,Gonzalez,35002279,10/01/2001
Nivia Graciela,Pinzon,35002280,14/03/2000
Remo Isidro,Rueda,35002281,12/09/2002
Victoria Rita,Ruiz,35002282,13/04/2001
Rita Maria Carmen,Polo,35002283,22/06/2000
Celestino Ruben,Nieto,35002284,03/08/2002
Alejandro Adrian,Pinzon,35002285,11/09/2001
Rosalba Zulema,Rodríguez,35002286,11/10/2003
Indalecio,Zúñiga,35002287,09/10/2000
Narciso Amancio,Bolívar,35002288,26/07/1998
Susana Oliva,Sánchez,35002289,15/02/2003
Lila Teofila,Castiblanco,35002290,03/12/2001
Nerio Marcelino,Perez,35002291,10/08/1999
Emilia Teresa,Gomez,35002292,11/08/1998
Jose Edmundo Patricio,Horta,35002293,01/11/2000
Cesareo Omar,Garcia,35002294,07/08/2002
Raul Rubens,Rueda,35002295,14/10/2001
Pablo Francisco José,Mejia,35002296,25/01/1998
Patricio Alfredo,Forero,35002297,24/04/2000
Ana Vitalina,Suarique,35002298,21/03/1999
Alejandro Herminio,Estudiantes,35002299,13/12/1999
Ramón Quintin,Castaño,35002300,20/02/1998
Martin Luis Alfredo,Horta,35002301,08/04/1998
Irma Rosa Maria,Varon,35002302,22/12/2003
Egidio Vicente,Castiblanco,35002303,16/08/2000
Roberto Rocendo,Novoa,35002304,13/04/2000
Ignacio German,Delgado,35002305,13/10/2002
Antonio Julian Roman,Villa,35002306,18/11/2001
Lovelia del Valle,Torres,35002307,27/06/1998
Eva Francisca del Pilar,Beltrán,35002308,12/12/1998
Gilda Eva,Barjuch,35002309,06/04/1999
Dolores Josefa,Hernandez,35002310,14/02/2003
Arnoldo NicolÁs,Acero,35002311,14/07/2001
Favian,Dueñas,35002312,15/05/2000
Jovita Zulema,Cruz,35002313,21/08/2001
Teresa Pura,Orozco,35002314,27/12/1998
Emma Dominga Antonia,Vargas,35002315,27/08/1998
Juana Rogelia,Hernández,35002316,17/03/2001
Neri Alcides,Barthel,35002317,16/12/2002
Francisco Urbinet,Sanchez,35002318,19/10/2002
Mario Edelmiro,Fernández,35002319,07/05/2001
Teodoro Segundo,García,35002320,13/04/2000
Maria Victoria,Mendoza,35002321,22/05/1999
Prospero Deonisio,Torres,35002322,05/05/1999
Nancy Matilde Catalina,Novoa,35002323,21/08/1999
Ricardo Regulo,Villa,35002324,06/12/2000
Jorge Fidel,Sánchez,35002325,21/09/2003
Luis Aidor,Gomez,35002326,08/11/2003
Rosa Esthela,Blanco,35002327,28/08/1999
Francisco Edgardo,Dueñas,35002328,21/09/2002
Juana Aurelia,Perez,35002329,01/07/1999
Silvia Albertina,Mogollón,35002330,25/03/1998
Concepcion Del Pilar,Ortega,35002331,26/07/2003
Alica Julia,Jimenez,35002332,21/05/2003
Elsa Gladys,Novoa,35002333,17/03/1998
Ejidio Esteban,Dueñas,35002334,13/12/2002
Anasaria,Aristizabal,35002335,27/01/1998
Selva Virginia,Garcia,35002336,17/10/1999
Joaquin Armando,Herrera,35002337,22/10/2003
José Onías,Mogollón,35002338,10/11/2000
Mabel Celia,Rueda,35002339,17/09/2003
Eduardo Vicente,Cervantes,35002340,10/12/1998
Guillermina Del Transito,Garcia,35002341,11/12/2000
Enio Oscar,Ortega,35002342,12/02/2003
Esmeralda Estela,Mahecha,35002343,06/09/1998
Ondina,Jimenez,35002344,04/01/2003
Florencia Deleina,Quesada,35002345,22/04/1998
Aubrelio,Zúñiga,35002346,16/04/1998
Pablina Ysidra,Barthel,35002347,06/04/2000
Romualdo Severino,Acevedo,35002348,19/06/2002
Abelardo Mamerto,Delgado,35002349,15/03/2003
Olimpia Otilia,Barrera,35002350,14/04/2000
Enrique Hugo Abel,Aristizabal,35002351,05/12/2000
Amanda Martina,Cervantes,35002352,16/01/2001
Ramona Bety,Romero,35002353,06/04/2003
Mirta Secundina,Blanco,35002354,04/02/1999
Carmen Petrona,Rey,35002355,24/06/1999
Doraci,Ortega,35002356,16/11/2000
Danilo Alberto,Suarique,35002357,21/06/2003
Marcelina Eris,Ruiz,35002358,22/06/2000
Edelmiro Ireneo,Alfonso,35002359,26/06/2003
Celestina Leticia,Marin,35002360,24/11/2000
Erna Maria,Nieto,35002361,28/12/2003
Guido Aldo Pier Franco,Gonzalez,35002362,14/04/1998
Cecilio Daniel,Blanco,35002363,26/01/1998
Rosa Hermilia,Rueda,35002364,16/06/2002
Angelica Laura,Gonzalez,35002365,12/07/2001
Anacleto Eduardo,Orozco,35002366,26/09/2003
Amado Ovidio,Pinzon,35002367,18/02/2003
Shin Won,Perez,35002368,27/02/2002
Julio Antonio,Rodríguez,35002369,27/02/2001
Amalia Libertad,Aristizabal,35002370,10/07/1999
Candida Elda,Cruz,35002371,19/04/2001
Lidia Erminda,Sánchez,35002372,04/12/2000
Maria Prudencia,Botero,35002373,26/04/1998
Reinaldo Leonides,Polo,35002374,06/07/2002
Brigida Dorilda,Delgado,35002375,22/07/2000
Magdalena Del Milagro,Delgado,35002376,03/02/2002
Guillermo Isaias,Perez,35002377,26/06/2002
Antonino Rito,Lanao,35002378,17/04/2003
Leongina,Herrera,35002379,16/01/1998
Carlos Delano,Rodríguez,35002380,14/09/2001
Hipolito Vicente,Barthel,35002381,10/03/1999
Benito Gumercindo,Cruz,35002382,26/09/2002
Adriel,Guerrero,35002383,12/04/1999
Reinaldo Tomas Antonio,Garcia,35002384,06/08/2002
Damaso Narciso,Polo,35002385,03/06/2003
Lucrecia Ema,Ruiz,35002386,09/06/2000
Nelida Romelia,Horta,35002387,04/02/2003
Maria Rosa Ana,Castiblanco,35002388,01/07/2001
Saul Simon,Lopez,35002389,20/08/2001
Teresita Nubia,Cortés,35002390,07/08/1998
Alemando Alejandro,Guerrero,35002391,17/04/1998
Jesus Trancito,Rueda,35002392,19/09/2003
Jobino Aparicio,Acero,35002393,12/10/2001
Martha Emilia Maria,Marin,35002394,17/12/1999
Victorio Abraham,Bravo,35002395,10/11/2003
Marta Nora Beatriz,Dueñas,35002396,13/05/1999
José Bailon,Herrera,35002397,17/09/2003
Avelino Miguel,Moncaleano,35002398,05/03/2002
Antonio Jorge Carlos,Beltrán,35002399,21/12/1998
Cirila Alicia,Barthel,35002400,05/04/1998
Nydia Luisa,Rueda,35002401,04/12/2003
Angel Napoleon,Cervantes,35002402,15/12/2002
Hector Tadeo,Guacas,35002403,05/07/1998
Bladimir Pablo,Rodríguez,35002404,02/07/1999
Maria Inodelia,Orozco,35002405,24/08/2000
Maria Elida Yolanda,Tarquino,35002406,21/01/2003
Marta Anatilde,Dueñas,35002407,20/03/1998
Lazaro Miguel,Gomez,35002408,26/01/1999
Pio Vicente,Garcia,35002409,20/07/2003
Antonio Heraclio,Gomez,35002410,01/05/1998
Arminda Mirtha,Ruiz,35002411,04/06/2003
Ramona Carmen,Gomez,35002412,04/04/2000
Angela Erminda,Mogollón,35002413,14/01/2003
Marina Aurelia,Polo,35002414,06/06/1999
Hilda Aida,Diaz,35002415,11/11/1998
Timoteo Ramon,Cruz,35002416,23/03/1998
Mercedes Raul,Blanco,35002417,18/04/1999
Sara Zulema,Hernandez,35002418,20/02/1999
Odila Ninfa,Perez,35002419,05/10/2000
Judith de Lourdes,Herrera,35002420,12/12/1998
Segundo Lisardo,Horta,35002421,27/07/2003
Nela Judith,Aristizabal,35002422,21/09/2002
Florencio Benigno,Castaño,35002423,05/12/1998
Clara Maria Isabel,Suarique,35002424,28/02/1998
Angela De Las Mercedes,Dueñas,35002425,12/01/1999
Ilba Edith,Navia,35002426,05/01/2001
Roger Ramon,García,35002427,02/12/2001
Basilia Alba Celia,Sánchez,35002428,11/07/2002
Gertrudis Teresa,Mogollón,35002429,23/01/2000
Maria Noemi,Tarquino,35002430,20/06/1999
Sara Leonilda,Barthel,35002431,09/03/1999
Santos Meneleo,Hernández,35002432,07/01/2000
Teresa Basilia,Villa,35002433,24/10/2000
Adriana Ernestina von,Hernández,35002434,18/08/1998
Irma Maria Del Carmen,Villa,35002435,02/02/2003
Maximo Rufino,Mahecha,35002436,13/01/2002
Bernardo Arnulfo,Horta,35002437,01/09/2002
José Aladino,Mahecha,35002438,02/04/2000
Isabel Mabel,Alfonso,35002439,15/01/1998
Gerardo Ovidio,Delgado,35002440,28/12/2002
Jorge Pedro Federico,Novoa,35002441,11/05/1999
Magno Maria,Moncaleano,35002442,17/01/2002
Teresita America,Rodríguez,35002443,28/09/1998
Nora Fernanda,Puerto,35002444,10/07/1999
Reina Ladislaa,Hernández,35002445,09/01/2000
Oscar Franciisco,Castiblanco,35002446,02/01/2002
Argentina Jabiera,Novoa,35002447,21/06/2001
Dominga Beatríz,Acevedo,35002448,09/11/2000
Tomasa Clara,Lopez,35002449,14/07/1999
Chana,Bravo,35002450,25/04/2003
Carlos Eleodoro,Jimenez,35002451,04/11/1999
Aranceli,Garcia,35002452,18/12/2003
Yervant,Moncaleano,35002453,25/08/1998
Teresita Jesus Del Rosario,Cortés,35002454,18/09/1999
Pedro Paublo,Guacas,35002455,07/11/1998
Serapia Sergia,Hernández,35002456,25/05/2000
Zulma Concepcion,Novoa,35002457,17/07/2000
Emilio Lorenzo,Botero,35002458,01/02/2002
Blasido Antonio,Fernández,35002459,16/03/2003
Angel Elvecio,Aristizabal,35002460,27/10/2002
Prima Del Valle,Vargas,35002461,09/09/1998
Dionisio Fernando,Mejia,35002462,08/06/1999
Lilia Emilse,Gonzalez,35002463,05/08/1998
Ulises Ruben,Coral,35002464,07/10/2000
Graciela Susana,Acero,35002465,09/03/2001
Federico Leonidas,Marin,35002466,11/05/1998
Remijio Gumercindo,Muñoz,35002467,18/07/2003
Casimiro Abraham,Mogollón,35002468,03/03/2000
Pilar Braulia,Lanao,35002469,07/04/2003
Arnoldo Andres,Novoa,35002470,12/12/2003
Anacleto Alberto,Bolívar,35002471,20/05/1998
Teresa Miriam,Zúñiga,35002472,20/11/2000
Teresa Vicenta,Botero,35002473,01/08/2003
Haydeé Olinda,Horta,35002474,07/08/1999
Vanda Floria,Perez,35002475,27/08/2001
Manuela Julia,Camargo,35002476,27/11/2003
Hebe Maria Esther,Ruiz,35002477,25/01/2000
Rosa Asuncion,Horta,35002478,05/07/2002
Anselmo Félix,Mahecha,35002479,03/12/2002
Delia Caciana,Jimenez,35002480,01/11/2002
Oscar Silvano,Tarquino,35002481,08/03/2003
Bruno Miguel,Bolívar,35002482,01/10/2002
Juan Antonio De La Cruz,Bolívar,35002483,07/02/2003
Maria Esther Del Carmen,Cervantes,35002484,15/01/2001
Custodio Tagoberto,Botero,35002485,23/10/2002
Rosa Elodia,Cruz,35002486,22/05/2002
Antolina Calista,Cruz,35002487,24/11/1999
Elina Laura,Gonzalez,35002488,07/01/2001
Gladys Eva,Bolívar,35002489,01/01/2003
Arturo Ronaldo,Fernández,35002490,16/10/1998
Olga Crisanta,Hernández,35002491,14/01/2000
Maria Angelica Paulina,Ruiz,35002492,24/10/1998
Leopolda Sara,Vargas,35002493,23/06/2003
Edmundo Cruz,Gonzalez,35002494,28/02/1999
Consuelo Ramona,Mejia,35002495,20/10/1998
Bonifacio Martires,Cervantes,35002496,13/02/2000
Américo Justino,Novoa,35002497,09/12/2000
Jose del Rosario,Gonzalez,35002498,04/12/2000
Bartolome Roman,Quesada,35002499,09/08/1998
Ana Maria Gregoria,Lopez,35002500,14/06/1999
Samuel Omar,Fernández,35002501,19/05/1998
Remigio Pedro,Delgado,35002502,12/12/2001
Maria Madalena,Garcia,35002503,22/12/2002
Carlos  Alberto,García,35002504,20/05/1998
Lino Dante,Villa,35002505,05/09/2002
Demetrio De Jesús,Orozco,35002506,05/08/2002
Luciana Angela,Rueda,35002507,18/02/2000
Alonso Manuel,Blanco,35002508,05/04/2001
Arnaldo Bienvenido,Hernández,35002509,06/08/2003
Simon Raul,Castiblanco,35002510,26/11/2001
Olga Arcangela,Herrera,35002511,14/04/2002
Oscar Domingo,Novoa,35002512,02/06/2001
Marciela del Valle,Vargas,35002513,13/12/2001
Elda Geronima,Navia,35002514,10/07/1998
Evardina,Nieto,35002515,04/02/1999
Enedina Isabel,Romero,35002516,13/09/2001
Rodolfo Reynerio,Beltrán,35002517,25/04/2002
Liliam Mirtha,Mahecha,35002518,17/07/1999
Pedro Alfonso,Mogollón,35002519,04/12/1998
Ruth America,Fino,35002520,03/03/1998
Victoria Soledad,Fernández,35002521,01/01/2003
Clelia Angelina,Rueda,35002522,06/11/1998
Dalinda Monica,Fino,35002523,09/06/1998
Ricardo Alfonso Miguel,Muñoz,35002524,07/09/2001
Lilia Nora,Muñoz,35002525,16/11/2000
Miguel Dionicio,Ortega,35002526,10/12/2000
Delmiro Hector,Castiblanco,35002527,07/06/2003
Rodolfo German,Cortés,35002528,08/08/2001
Evelio,Zúñiga,35002529,11/10/1999
Virginia Ysabel,Botero,35002530,06/07/2003
Eduardo Cornelio,Fino,35002531,02/07/1999
Angel Tomas Albino,Diaz,35002532,03/07/1999
Jovita Delia,Gonzalez,35002533,20/04/2002
Esther Mirta Maria,García,35002534,11/01/1998
Rafael Eloy,Delgado,35002535,17/08/1999
Ramona Waldina,García,35002536,10/10/2002
Ramon Belarmino,Herrera,35002537,26/02/2001
Basualdo Adolfo,Mendoza,35002538,27/10/2003
Graciela Nieve,Hernandez,35002539,23/12/2002
Nélida Edelmira,Ruiz,35002540,03/05/2002
Eofracina,Puerto,35002541,15/11/1998
Joaquin Arnaldo,Diaz,35002542,03/03/2002
Isabelita Rosa,Dueñas,35002543,28/12/2000
Juan Eraclio,Marin,35002544,15/01/1999
Oscar Isac,Nieto,35002545,20/12/1999
Ema Maria Inés,Dueñas,35002546,27/10/2001
Leocadia Zulema,Suarique,35002547,11/12/1999
Grabiel Igidio,Polo,35002548,17/05/2000
Hipólito Baltazar,Montoya,35002549,10/09/1999
María Elena Agueda,Muñoz,35002550,06/11/2000
Rogelio Maximino,Gomez,35002551,06/09/2000
Ana Evangelina,Pinzon,35002552,06/03/2000
Ricardo Sotero,García,35002553,11/06/2003
Araceli del Carmen,Ruiz,35002554,04/07/2001
Neis Odil,Sánchez,35002555,28/10/2002
Hermenegilda Noemi,Barrera,35002556,15/10/1999
Rafael Emeterio,Lopez,35002557,06/05/2001
Olinda Anita,Blanco,35002558,08/06/2001
Emidia Alejandra,Acero,35002559,15/02/1999
Irene Elina,Herrera,35002560,03/09/2003
Genoveva Leonila,Montoya,35002561,28/01/1998
Tilda Maria,Dueñas,35002562,15/03/2001
Amalia Ernestina,Estudiantes,35002563,28/03/1999
Julio Napoleón,Montoya,35002564,20/05/2003
Delia Eulalia,Castiblanco,35002565,17/12/1998
Anselmo Beder,Diaz,35002566,17/02/2000
Haydee Dolores,Botero,35002567,21/12/2002
Filomena Luz,Diaz,35002568,22/01/1999
Olivo,Sánchez,35002569,10/01/1999
Eraclio Natalizio,Botero,35002570,10/12/2000
Nelly Estela,Ortega,35002571,12/04/2000
Salvador Adolfo,Dussán,35002572,11/03/2001
Bernarda Elba,Bravo,35002573,19/01/1999
Norma Griselda Del Valle,Bravo,35002574,05/04/2003
Simona Orfelina,Ortega,35002575,02/03/2001
Elinda Jovita,Romero,35002576,16/02/2003
Audacia Verónica,Aristizabal,35002577,24/09/2000
Sergio Mariano,Fernández,35002578,25/05/2003
Ramon Hubaldo,Acevedo,35002579,01/06/2003
Mercedes Melitina,Lopez,35002580,19/02/2000
Rosendo Emilio,Mogollón,35002581,16/03/2002
Teresa Encarnacion,Guacas,35002582,13/08/2000
Enrique Antonio Maria,Torres,35002583,09/04/1998
Nelsa,Rey,35002584,03/02/2001
Florencia Nelia,Vargas,35002585,26/12/2003
Agustín Ernesto,Orozco,35002586,16/11/2001
Jose Hermán,Suarique,35002587,07/11/2000
Carmelita Etelvina,Acero,35002588,09/08/2001
Manuel Oraldo,Barjuch,35002589,27/05/2000
Lidia Ester,Barthel,35002590,06/05/2003
Benigna Azucena,García,35002591,02/08/2000
Lucia Maria Francisca,Guacas,35002592,27/05/1998
Eloisa Jovina,Cervantes,35002593,09/09/2002
Beatris Eladia,Vargas,35002594,16/10/2000
Vicente Ovidio,Lanao,35002595,10/02/2003
Clementina Leonarda,Varon,35002596,12/06/1998
Benita Eugenia,Moncaleano,35002597,14/07/2000
Dora Casimira,Sánchez,35002598,24/10/2001
Elida Lina Angela,Puerto,35002599,22/11/1999
Inés Francisca,Ortega,35002600,24/11/2000
Lidyce Rolando,Mejia,35002601,14/05/2001
Celva Leonor,Bravo,35002602,27/01/2000
Americo Ramón Ignacio,Acevedo,35002603,23/01/2003
Alberto Anastacio,Bravo,35002604,27/11/1999
Benita Socorro,Suarique,35002605,12/02/2001
Miranda Wilfreda,Hernández,35002606,19/10/2003
Hugo Benicio,Guerrero,35002607,15/03/2000
Heriberto Enrique,Montoya,35002608,09/08/2000
Santiago Catalino,Camargo,35002609,25/04/2003
Guacila del Carmen,Mogollón,35002610,07/04/2002
Lusía del Carmen,Aristizabal,35002611,18/05/2003
Carmen Isabel Antonia,Cervantes,35002612,16/12/1999
Maria Geronimo,Marin,35002613,26/01/2003
Maria Del  Valle,Guerrero,35002614,17/07/2001
Felix Aalberto,Montoya,35002615,04/01/1998
Ceferino Daniel,Sanchez,35002616,21/01/2001
Hermo Luis,Rocha,35002617,10/05/1998
Graciana Carmen,Lanao,35002618,25/11/2002
Micaela Del Carmen,Barjuch,35002619,09/02/2000
Gualberto Gregorio,Sierra,35002620,07/06/2003
Maria Ramon,Varon,35002621,15/05/2000
Belia Rosa,Mogollón,35002622,10/03/2002
Clara Griselda,Acero,35002623,24/08/2003
Dario Isaias,Lanao,35002624,01/09/1998
Hugo Nadin,Mahecha,35002625,16/12/1999
Carlos Leonor,Cortés,35002626,28/08/1998
Braulio Roberto,Jimenez,35002627,12/09/2003
Alba Virginia,Acevedo,35002628,17/11/2003
Martin Indalecio,Bolívar,35002629,27/09/2001
Rolando Miguel Rodolfo,Novoa,35002630,22/06/1999
Celsa Catalina,Quesada,35002631,21/08/2001
Santiago Severino,Muñoz,35002632,21/05/2001
Maria Sobeida,Guacas,35002633,04/08/2002
Makoto,Alfonso,35002634,06/06/2000
Estela Adelina,Coral,35002635,06/04/2003
Rosa Rita,Lopez,35002636,25/01/2003
Celma,Fino,35002637,16/03/2000
Patricio Alfredo,Forero,35002638,26/12/1999
Crescencio Arturo,Garcia,35002639,17/04/1999
Virginia Ernestina,Castaño,35002640,21/03/2000
Gabino Efrain,Estudiantes,35002641,28/11/1999
Alberto Guido,Fernández,35002642,08/10/2003
MICHAEL RALPH,Lanao,35002643,11/11/2001
Adelia Argentina,Castaño,35002644,17/12/1998
Eduardo Marcelino Nicolas,Varon,35002645,02/05/1999
Josefa Del Señor,Navia,35002646,10/12/2002
Angela Cenobia,Acevedo,35002647,19/01/2002
America Clara,Dussán,35002648,01/11/2002
Gaspar Cirilo,Hernández,35002649,22/10/2001
Alejo Ceferino,Horta,35002650,17/04/2001
María Inés Ramona,Mendoza,35002651,27/09/2002
Sumiko Martina,Aristizabal,35002652,06/01/2001
Hipólito Obispo,Mendoza,35002653,09/07/2001
Mabel Carmen,Fernández,35002654,19/03/2001
Irene Elisabet,Polo,35002655,02/05/2003
Cipriano Ramon,Mendoza,35002656,02/02/2000
Ana Maria Elida,Herrera,35002657,11/07/1998
Agustin Orlando,Marin,35002658,17/12/2000
Olegario Reynaldo,Nieto,35002659,25/05/1999
Gabriela,Estudiantes,35002660,15/12/2003
Gregorio Benedicto,Castaño,35002661,26/07/2001
Florindo Rosario,Ruiz,35002662,17/03/1998
Lujan Josefa,Garcia,35002663,12/05/1999
Reyna del Carmen,Diaz,35002664,08/09/1998
Rita Fani,Botero,35002665,15/10/1999
Elisa Mamerta,Suarique,35002666,26/03/1999
Miguel Herminio,Alfonso,35002667,13/04/2002
Pedro Escolastico,Marin,35002668,09/02/2000
Noemi Pura,Garcia,35002669,16/02/2003
Gerbasio Nerio,Lanao,35002670,20/09/2002
Alberto Leovino,Barjuch,35002671,23/03/2001
Gorge Romualdo,Acero,35002672,10/03/2002
Antonia Belena,Camargo,35002673,05/01/1999
Tomas Delfin,Torres,35002674,12/04/1998
Sonia Maria Irene,Quesada,35002675,18/11/1999
Carlos Haroldo,Dueñas,35002676,20/02/2001
Delicia Elida,Barrera,35002677,25/11/2003
Virginio Reinaldo,Puerto,35002678,05/04/1998
Marcelino Miguel,Blanco,35002679,07/01/2001
Pablo Medardo,Montoya,35002680,05/08/2001
Ema Vicenta,Botero,35002681,03/10/2001
Velia Sofia,Torres,35002682,28/10/2003
Constanza Ines,Coral,35002683,07/08/1999
Edita Noelia,Garcia,35002684,01/04/1999
Oscar Sirio,Rodríguez,35002685,04/08/1999
Barbarita Edelmira,Guacas,35002686,19/09/2002
Celina Bibiana,Guacas,35002687,24/05/1998
Abrahan Jose,Hernández,35002688,28/08/2000
Ladis Beatriz,Moncaleano,35002689,05/10/2003
Nelli Beatriz Isabel,Coral,35002690,02/03/2003
Alva Maria,Beltrán,35002691,26/06/2003
Sabina Clarisa,Barjuch,35002692,14/05/2002
Gabino Juan,Botero,35002693,18/09/1998
Victor Waldemar,Mejia,35002694,10/06/2000
Marcelina Florencia,Marin,35002695,25/07/1999
Fanny,Marin,35002696,11/05/2001
Juan Pio,Fino,35002697,15/11/2000
Norma Raquel Francisca,Diaz,35002698,05/09/2001
Gregoria Nieve,Acevedo,35002699,28/05/1999
Elsa Segunda,Dussán,35002700,25/04/2003
Wolf Enrique,Zúñiga,35002701,25/01/2003
Pascual Rene,Sánchez,35002702,07/05/1999
Natividad Luciana,Coral,35002703,06/05/2000
JEAN FRANCOIS JOSEPH,Acevedo,35002704,22/11/1999
Lorenzo Adeodato,Bravo,35002705,11/10/2000
Obdulia Isabel,Sierra,35002706,06/02/2000
Eudoro Del Valle,Garcia,35002707,11/04/2003
Ricardo Aalejandro,Moncaleano,35002708,15/02/2001
Sara Luisa del,Cervantes,35002709,19/04/2000
Germán Norberto José,Acero,35002710,05/04/1998
Eduardo Pio,Suarique,35002711,20/01/1999
Luisa Reina,Vargas,35002712,27/03/2001
Ramón Agripino,Fino,35002713,02/03/2000
Edmundo Hilario,Cervantes,35002714,21/03/2002
Reimundo Arturo,Barjuch,35002715,08/03/2002
Enrique Dagoberto,Novoa,35002716,04/12/2001
Lidia Belgica,Vargas,35002717,15/09/2001
Francisca Matilde Teresa,Navia,35002718,13/02/1999
Celindo Catalino,Cruz,35002719,17/02/2002
Marta Engracia,Diaz,35002720,19/08/1998
Antonia Ludovina,Hernández,35002721,06/03/2003
Lucia del Valle,Guerrero,35002722,04/03/1999
Anatolia Ramona,Hernández,35002723,25/03/2003
Oscar Abilio,Torres,35002724,14/03/2003
Elsa Maria Teresa,Suarique,35002725,18/06/2003
Matilde Eusebia,Mendoza,35002726,13/04/2001
Rita Roberta,Forero,35002727,17/07/2003
Jobel Aristobulo,Gonzalez,35002728,08/03/1998
Alba Nieve,Nieto,35002729,08/07/2003
Eugenia Enriqueta,Gomez,35002730,24/05/2001
Americo Sergio,Rocha,35002731,08/04/1998
Graciela Zulema,Dussán,35002732,01/04/2003
Amalia Anabella,Beltrán,35002733,10/04/2001
Purificacion Alba,Coral,35002734,05/02/1999
Maria Edtih,Guacas,35002735,21/10/1999
Agapito Faustino,Castaño,35002736,24/11/2001
Teodoro Salvador,Coral,35002737,03/06/2000
Andrés Americo,Suarique,35002738,12/01/1999
Rosa Fidela,Bolívar,35002739,06/10/1998
Grabiela Arcangela,Sánchez,35002740,03/12/2000
Aaron Horacio,Sanchez,35002741,13/02/2000
Juana Valentina,Delgado,35002742,22/08/1998
Emelia,Guerrero,35002743,03/10/1998
Pablo Fabio,Estudiantes,35002744,28/07/2001
Gregorio Geronimo,Mahecha,35002745,02/03/1998
Emeteria Victoria,Navia,35002746,05/09/2002
Duilio Zacarias,Ruiz,35002747,08/11/2003
Emir Santiago,Hernandez,35002748,12/01/2000
Amparo del Valle,Hernández,35002749,15/08/1998
Luis Desposorio,Lanao,35002750,09/05/1999
Maria Lastenia,Bravo,35002751,07/11/2002
Juanita Orfelina,Aristizabal,35002752,17/06/2001
